University Name,District,Cutoff,Entrance Percentage,Department,Output
SASTRA University Thanjavur,Thanjavur,158,88,Electricals and Electronics,Yes
SASTRA University Thanjavur,Thanjavur,166,78,Electricals and Electronics,Yes
SASTRA University Thanjavur,Thanjavur,114,18,Electricals and Electronics,No
SASTRA University Thanjavur,Thanjavur,6,48,Electricals and Electronics,No
SASTRA University Thanjavur,Thanjavur,120,50,Electronics and Communication,Yes
SASTRA University Thanjavur,Thanjavur,164,76,Electronics and Communication,Yes
SASTRA University Thanjavur,Thanjavur,182,99,Electronics and Communication,Yes
SASTRA University Thanjavur,Thanjavur,104,19,Electronics and Communication,No
SASTRA University Thanjavur,Thanjavur,84,39,Electronics and Communication,No
SASTRA University Thanjavur,Thanjavur,64,49,Electronics and Communication,No
SASTRA University Thanjavur,Thanjavur,120,50,Civil Engineering,Yes
SASTRA University Thanjavur,Thanjavur,142,60,Civil Engineering,Yes
SASTRA University Thanjavur,Thanjavur,162,70,Civil Engineering,Yes
SASTRA University Thanjavur,Thanjavur,182,80,Civil Engineering,Yes
SASTRA University Thanjavur,Thanjavur,22,10,Civil Engineering,No
SASTRA University Thanjavur,Thanjavur,42,20,Civil Engineering,No
SASTRA University Thanjavur,Thanjavur,62,30,Civil Engineering,No
SASTRA University Thanjavur,Thanjavur,120,50,Mechanical Engineering,Yes
SASTRA University Thanjavur,Thanjavur,160,77,Mechanical Engineering,Yes
SASTRA University Thanjavur,Thanjavur,180,87,Mechanical Engineering,Yes
SASTRA University Thanjavur,Thanjavur,80,17,Mechanical Engineering,No
SASTRA University Thanjavur,Thanjavur,40,37,Mechanical Engineering,No
SASTRA University Thanjavur,Thanjavur,60,47,Mechanical Engineering,No
Sathyabama University ,Chennai,120,85,Computer Science,Yes
Sathyabama University ,Chennai,192,85,Computer Science,Yes
Sathyabama University ,Chennai,174,95,Computer Science,Yes
Sathyabama University ,Chennai,100,95,Computer Science,No
Sathyabama University ,Chennai,82,12,Computer Science,No
Sathyabama University ,Chennai,46,69,Computer Science,No
Sathyabama University ,Chennai,120,85,Information Technology,Yes
Sathyabama University ,Chennai,152,92,Information Technology,Yes
Sathyabama University ,Chennai,170,99,Information Technology,Yes
Sathyabama University ,Chennai,58,22,Information Technology,No
Sathyabama University ,Chennai,102,12,Information Technology,No
Sathyabama University ,Chennai,20,32,Information Technology,No
Sathyabama University ,Chennai,120,85,Electricals and Electronics,Yes
Sathyabama University ,Chennai,140,91,Electricals and Electronics,Yes
Sathyabama University ,Chennai,80,41,Electricals and Electronics,No
Sathyabama University ,Chennai,60,81,Electricals and Electronics,No
Sathyabama University ,Chennai,40,71,Electricals and Electronics,No
Sathyabama University ,Chennai,120,85,Electronics and Communication,Yes
Sathyabama University ,Chennai,190,94,Electronics and Communication,Yes
Sathyabama University ,Chennai,110,14,Electronics and Communication,No
Sathyabama University ,Chennai,30,44,Electronics and Communication,No
Sathyabama University ,Chennai,50,34,Electronics and Communication,No
Sathyabama University ,Chennai,120,85,Civil Engineering,Yes
Sathyabama University ,Chennai,152,93,Civil Engineering,Yes
Sathyabama University ,Chennai,172,88,Civil Engineering,Yes
Sathyabama University ,Chennai,192,99,Civil Engineering,Yes
Sathyabama University ,Chennai,32,13,Civil Engineering,No
Sathyabama University ,Chennai,62,43,Civil Engineering,No
Sathyabama University ,Chennai,120,85,Mechanical Engineering,Yes
Sathyabama University ,Chennai,146,88,Mechanical Engineering,Yes
Sathyabama University ,Chennai,166,92,Mechanical Engineering,Yes
Sathyabama University ,Chennai,66,22,Mechanical Engineering,No
Sathyabama University ,Chennai,4,32,Mechanical Engineering,No
Sathyabama University ,Chennai,46,52,Mechanical Engineering,No
SCSVMV University,Kanchipuram,160,90,Information Technology,Yes
SCSVMV University,Kanchipuram,186,93,Information Technology,Yes
SCSVMV University,Kanchipuram,146,13,Information Technology,No
SCSVMV University,Kanchipuram,136,83,Information Technology,No
SCSVMV University,Kanchipuram,50,73,Information Technology,No
SCSVMV University,Kanchipuram,160,90,Electricals and Electronics,Yes
SCSVMV University,Kanchipuram,184,92,Electricals and Electronics,Yes
SCSVMV University,Kanchipuram,164,95,Electricals and Electronics,Yes
SCSVMV University,Kanchipuram,84,15,Electricals and Electronics,No
SCSVMV University,Kanchipuram,64,35,Electricals and Electronics,No
Sharda University,Greater Noida,120,50,Computer Science,Yes
Sharda University,Greater Noida,172,70,Computer Science,Yes
Sharda University,Greater Noida,46,40,Computer Science,No
Sharda University,Greater Noida,24,20,Computer Science,No
Sharda University,Greater Noida,86,30,Computer Science,No
Sharda University,Greater Noida,120,50,Information Technology,Yes
Sharda University,Greater Noida,184,62,Information Technology,Yes
Sharda University,Greater Noida,152,82,Information Technology,Yes
Sharda University,Greater Noida,50,12,Information Technology,No
Sharda University,Greater Noida,32,32,Information Technology,No
Sharda University,Greater Noida,120,50,Electricals and Electronics,Yes
Sharda University,Greater Noida,154,84,Electricals and Electronics,Yes
Sharda University,Greater Noida,34,14,Electricals and Electronics,No
Sharda University,Greater Noida,84,34,Electricals and Electronics,No
Sharda University,Greater Noida,68,24,Electricals and Electronics,No
Sharda University,Greater Noida,120,50,Electronics and Communication,Yes
Sharda University,Greater Noida,166,83,Electronics and Communication,Yes
Sharda University,Greater Noida,66,13,Electronics and Communication,No
Sharda University,Greater Noida,46,43,Electronics and Communication,No
Sharda University,Greater Noida,106,23,Electronics and Communication,No
Sharda University,Greater Noida,86,33,Electronics and Communication,No
Sharda University,Greater Noida,120,50,Civil Engineering,Yes
Sharda University,Greater Noida,190,77,Civil Engineering,Yes
Sharda University,Greater Noida,170,87,Civil Engineering,Yes
Sharda University,Greater Noida,30,17,Civil Engineering,No
Sharda University,Greater Noida,70,37,Civil Engineering,No
Sharda University,Greater Noida,90,27,Civil Engineering,No
Sharda University,Greater Noida,120,50,Mechanical Engineering,Yes
Sharda University,Greater Noida,150,82,Mechanical Engineering,Yes
Sharda University,Greater Noida,190,72,Mechanical Engineering,Yes
Sharda University,Greater Noida,30,42,Mechanical Engineering,No
Sharda University,Greater Noida,70,12,Mechanical Engineering,No
Shiv Nadar University,Greater Noida,120,60,Computer Science,Yes
Shiv Nadar University,Greater Noida,150,75,Computer Science,Yes
Shiv Nadar University,Greater Noida,186,93,Computer Science,Yes
Shiv Nadar University,Greater Noida,64,32,Computer Science,No
Shiv Nadar University,Greater Noida,24,12,Computer Science,No
Shiv Nadar University,Greater Noida,104,52,Computer Science,No
Shiv Nadar University,Greater Noida,120,60,Civil Engineering,Yes
Shiv Nadar University,Greater Noida,148,75,Civil Engineering,Yes
Shiv Nadar University,Greater Noida,188,85,Civil Engineering,Yes
Shiv Nadar University,Greater Noida,8,15,Civil Engineering,No
Shiv Nadar University,Greater Noida,68,35,Civil Engineering,No
Shiv Nadar University,Greater Noida,120,60,Mechanical Engineering,Yes
Shiv Nadar University,Greater Noida,154,88,Mechanical Engineering,Yes
Shiv Nadar University,Greater Noida,34,18,Mechanical Engineering,No
Shiv Nadar University,Greater Noida,54,38,Mechanical Engineering,No
Shiv Nadar University,Greater Noida,74,58,Mechanical Engineering,No
Shoolini University Solan,Solan,120,50,Computer Science,Yes
Shoolini University Solan,Solan,150,74,Computer Science,Yes
Shoolini University Solan,Solan,172,84,Computer Science,Yes
Shoolini University Solan,Solan,184,94,Computer Science,Yes
Shoolini University Solan,Solan,42,11,Computer Science,No
Shoolini University Solan,Solan,70,24,Computer Science,No
Shoolini University Solan,Solan,20,34,Computer Science,No
Shoolini University Solan,Solan,120,50,Electronics and Communication,Yes
Shoolini University Solan,Solan,166,50,Electronics and Communication,Yes
Shoolini University Solan,Solan,146,80,Electronics and Communication,Yes
Shoolini University Solan,Solan,106,20,Electronics and Communication,No
Shoolini University Solan,Solan,26,30,Electronics and Communication,No
Shoolini University Solan,Solan,66,10,Electronics and Communication,No
Shoolini University Solan,Solan,120,50,Civil Engineering,Yes
Shoolini University Solan,Solan,156,72,Civil Engineering,Yes
Shoolini University Solan,Solan,176,82,Civil Engineering,Yes
Shoolini University Solan,Solan,196,92,Civil Engineering,Yes
Shoolini University Solan,Solan,56,12,Civil Engineering,No
Shoolini University Solan,Solan,76,42,Civil Engineering,No
Shoolini University Solan,Solan,120,50,Mechanical Engineering,Yes
Shoolini University Solan,Solan,150,73,Mechanical Engineering,Yes
Shoolini University Solan,Solan,170,83,Mechanical Engineering,Yes
Shoolini University Solan,Solan,30,3,Mechanical Engineering,No
Shoolini University Solan,Solan,70,13,Mechanical Engineering,No
Shri Mata Vaishno Devi University,Katra,100,50,Computer Science,Yes
Shri Mata Vaishno Devi University,Katra,124,65,Computer Science,Yes
Shri Mata Vaishno Devi University,Katra,152,82,Computer Science,Yes
Shri Mata Vaishno Devi University,Katra,170,95,Computer Science,Yes
Shri Mata Vaishno Devi University,Katra,84,15,Computer Science,No
Shri Mata Vaishno Devi University,Katra,72,35,Computer Science,No
Shri Mata Vaishno Devi University,Katra,100,50,Electronics and Communication,Yes
Shri Mata Vaishno Devi University,Katra,168,83,Electronics and Communication,Yes
Shri Mata Vaishno Devi University,Katra,88,13,Electronics and Communication,No
Shri Mata Vaishno Devi University,Katra,68,53,Electronics and Communication,No
Shri Mata Vaishno Devi University,Katra,48,43,Electronics and Communication,No
Shri Mata Vaishno Devi University,Katra,100,50,Civil Engineering,Yes
Shri Mata Vaishno Devi University,Katra,192,88,Civil Engineering,Yes
Shri Mata Vaishno Devi University,Katra,52,18,Civil Engineering,No
Shri Mata Vaishno Devi University,Katra,72,38,Civil Engineering,No
Shri Mata Vaishno Devi University,Katra,92,48,Civil Engineering,No
Shri Mata Vaishno Devi University,Katra,100,50,Mechanical Engineering,Yes
Shri Mata Vaishno Devi University,Katra,144,76,Mechanical Engineering,Yes
Shri Mata Vaishno Devi University,Katra,164,86,Mechanical Engineering,Yes
Shri Mata Vaishno Devi University,Katra,44,16,Mechanical Engineering,No
Shri Mata Vaishno Devi University,Katra,24,46,Mechanical Engineering,No
Siksha 'O' Anusandhan,Bhubaneshwar,100,45,Computer Science,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,126,55,Computer Science,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,172,69,Computer Science,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,184,86,Computer Science,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,116,48,Computer Science,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,28,32,Computer Science,No
Siksha 'O' Anusandhan,Bhubaneshwar,52,11,Computer Science,No
Siksha 'O' Anusandhan,Bhubaneshwar,64,14,Computer Science,No
Siksha 'O' Anusandhan,Bhubaneshwar,90,26,Computer Science,No
Siksha 'O' Anusandhan,Bhubaneshwar,20,39,Computer Science,No
Siksha 'O' Anusandhan,Bhubaneshwar,66,40,Computer Science,No
Siksha 'O' Anusandhan,Bhubaneshwar,100,45,Electricals and Electronics,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,144,54,Electricals and Electronics,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,164,84,Electricals and Electronics,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,122,94,Electricals and Electronics,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,84,14,Electricals and Electronics,No
Siksha 'O' Anusandhan,Bhubaneshwar,38,44,Electricals and Electronics,No
Siksha 'O' Anusandhan,Bhubaneshwar,100,45,Electronics and Communication,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,140,57,Electronics and Communication,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,120,97,Electronics and Communication,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,20,17,Electronics and Communication,No
Siksha 'O' Anusandhan,Bhubaneshwar,60,37,Electronics and Communication,No
Siksha 'O' Anusandhan,Bhubaneshwar,40,47,Electronics and Communication,No
Siksha 'O' Anusandhan,Bhubaneshwar,100,45,Civil Engineering,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,124,77,Civil Engineering,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,164,87,Civil Engineering,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,24,17,Civil Engineering,No
Siksha 'O' Anusandhan,Bhubaneshwar,26,27,Civil Engineering,No
Siksha 'O' Anusandhan,Bhubaneshwar,100,45,Mechanical Engineering,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,172,95,Mechanical Engineering,Yes
Siksha 'O' Anusandhan,Bhubaneshwar,32,35,Mechanical Engineering,No
Siksha 'O' Anusandhan,Bhubaneshwar,12,25,Mechanical Engineering,No
Siksha 'O' Anusandhan,Bhubaneshwar,72,15,Mechanical Engineering,No
SR University,Warangal,140,50,Electricals and Electronics,Yes
SR University,Warangal,178,75,Electricals and Electronics,Yes
SR University,Warangal,198,95,Electricals and Electronics,Yes
SR University,Warangal,98,15,Electricals and Electronics,No
SR University,Warangal,78,5,Electricals and Electronics,No
SR University,Warangal,38,35,Electricals and Electronics,No
SR University,Warangal,140,50,Electronics and Communication,Yes
SR University,Warangal,164,64,Electronics and Communication,Yes
SR University,Warangal,184,84,Electronics and Communication,Yes
SR University,Warangal,24,14,Electronics and Communication,No
SR University,Warangal,64,34,Electronics and Communication,No
SR University,Warangal,140,50,Civil Engineering,Yes
SR University,Warangal,174,79,Civil Engineering,Yes
SR University,Warangal,194,89,Civil Engineering,Yes
SR University,Warangal,34,19,Civil Engineering,No
SR University,Warangal,54,49,Civil Engineering,No
SR University,Warangal,140,50,Mechanical Engineering,Yes
SR University,Warangal,168,73,Mechanical Engineering,Yes
SR University,Warangal,188,83,Mechanical Engineering,Yes
SR University,Warangal,28,33,Mechanical Engineering,No
SR University,Warangal,48,23,Mechanical Engineering,No
SR University,Warangal,68,13,Mechanical Engineering,No
Sri Padmavati Mahila Visvavidyalayam,Tirupati,120,65,Electricals and Electronics,Yes
Sri Padmavati Mahila Visvavidyalayam,Tirupati,166,81,Electricals and Electronics,Yes
Sri Padmavati Mahila Visvavidyalayam,Tirupati,86,11,Electricals and Electronics,No
Sri Padmavati Mahila Visvavidyalayam,Tirupati,46,21,Electricals and Electronics,No
Sri Padmavati Mahila Visvavidyalayam,Tirupati,26,31,Electricals and Electronics,No
SRM University Chennai ,Kattankulathur,120,50,Computer Science,Yes
SRM University Chennai ,Kattankulathur,172,66,Computer Science,Yes
SRM University Chennai ,Kattankulathur,144,87,Computer Science,Yes
SRM University Chennai ,Kattankulathur,190,65,Computer Science,Yes
SRM University Chennai ,Kattankulathur,24,35,Computer Science,No
SRM University Chennai ,Kattankulathur,46,21,Computer Science,No
SRM University Chennai ,Kattankulathur,72,10,Computer Science,No
SRM University Chennai ,Kattankulathur,84,19,Computer Science,No
SRM University Chennai ,Kattankulathur,120,50,Electricals and Electronics,Yes
SRM University Chennai ,Kattankulathur,138,66,Electricals and Electronics,Yes
SRM University Chennai ,Kattankulathur,188,96,Electricals and Electronics,Yes
SRM University Chennai ,Kattankulathur,114,16,Electricals and Electronics,No
SRM University Chennai ,Kattankulathur,28,36,Electricals and Electronics,No
SRM University Chennai ,Kattankulathur,120,50,Electronics and Communication,Yes
SRM University Chennai ,Kattankulathur,142,88,Electronics and Communication,Yes
SRM University Chennai ,Kattankulathur,182,78,Electronics and Communication,Yes
SRM University Chennai ,Kattankulathur,82,18,Electronics and Communication,No
SRM University Chennai ,Kattankulathur,42,8,Electronics and Communication,No
SRM University Chennai ,Kattankulathur,62,38,Electronics and Communication,No
SRM University Chennai ,Kattankulathur,120,50,Civil Engineering,Yes
SRM University Chennai ,Kattankulathur,152,89,Civil Engineering,Yes
SRM University Chennai ,Kattankulathur,112,19,Civil Engineering,No
SRM University Chennai ,Kattankulathur,32,29,Civil Engineering,No
SRM University Chennai ,Kattankulathur,72,39,Civil Engineering,No
SRM University Chennai ,Kattankulathur,120,50,Mechanical Engineering,Yes
SRM University Chennai ,Kattankulathur,156,76,Mechanical Engineering,Yes
SRM University Chennai ,Kattankulathur,176,86,Mechanical Engineering,Yes
SRM University Chennai ,Kattankulathur,56,26,Mechanical Engineering,No
SRM University Chennai ,Kattankulathur,76,46,Mechanical Engineering,No
SRM University Chennai ,Kattankulathur,36,36,Mechanical Engineering,No
Tezpur University ,Tezpur,100,45,Computer Science,Yes
Tezpur University ,Tezpur,126,59,Computer Science,Yes
Tezpur University ,Tezpur,150,68,Computer Science,Yes
Tezpur University ,Tezpur,172,84,Computer Science,Yes
Tezpur University ,Tezpur,68,35,Computer Science,No
Tezpur University ,Tezpur,52,41,Computer Science,No
Tezpur University ,Tezpur,32,23,Computer Science,No
Tezpur University ,Tezpur,100,45,Electronics and Communication,Yes
Tezpur University ,Tezpur,196,59,Electronics and Communication,Yes
Tezpur University ,Tezpur,156,99,Electronics and Communication,Yes
Tezpur University ,Tezpur,56,19,Electronics and Communication,No
Tezpur University ,Tezpur,76,39,Electronics and Communication,No
Tezpur University ,Tezpur,36,49,Electronics and Communication,No
Tezpur University ,Tezpur,100,45,Civil Engineering,Yes
Tezpur University ,Tezpur,168,65,Civil Engineering,Yes
Tezpur University ,Tezpur,28,35,Civil Engineering,No
Tezpur University ,Tezpur,48,15,Civil Engineering,No
Tezpur University ,Tezpur,68,5,Civil Engineering,No
Tezpur University ,Tezpur,100,45,Mechanical Engineering,Yes
Tezpur University ,Tezpur,130,76,Mechanical Engineering,Yes
Tezpur University ,Tezpur,170,86,Mechanical Engineering,Yes
Tezpur University ,Tezpur,10,16,Mechanical Engineering,No
Tezpur University ,Tezpur,70,46,Mechanical Engineering,No
Thapar University ,Patiala,140,80,Computer Science,Yes
Thapar University ,Patiala,154,82,Computer Science,Yes
Thapar University ,Patiala,170,85,Computer Science,Yes
Thapar University ,Patiala,180,93,Computer Science,Yes
Thapar University ,Patiala,196,96,Computer Science,Yes
Thapar University ,Patiala,130,77,Computer Science,No
Thapar University ,Patiala,118,65,Computer Science,No
Thapar University ,Patiala,46,59,Computer Science,No
Thapar University ,Patiala,98,46,Computer Science,No
Thapar University ,Patiala,74,35,Computer Science,No
Thapar University ,Patiala,140,80,Electronics and Communication,Yes
Thapar University ,Patiala,166,90,Electronics and Communication,Yes
Thapar University ,Patiala,186,99,Electronics and Communication,Yes
Thapar University ,Patiala,86,10,Electronics and Communication,No
Thapar University ,Patiala,126,20,Electronics and Communication,No
Thapar University ,Patiala,140,80,Civil Engineering,Yes
Thapar University ,Patiala,176,81,Civil Engineering,Yes
Thapar University ,Patiala,196,91,Civil Engineering,Yes
Thapar University ,Patiala,36,21,Civil Engineering,No
Thapar University ,Patiala,96,31,Civil Engineering,No
Thapar University ,Patiala,140,80,Mechanical Engineering,Yes
Thapar University ,Patiala,162,88,Mechanical Engineering,Yes
Thapar University ,Patiala,182,90,Mechanical Engineering,Yes
Thapar University ,Patiala,22,10,Mechanical Engineering,No
Thapar University ,Patiala,62,30,Mechanical Engineering,No
University of Delhi,New Delhi,100,55,Information Technology,Yes
University of Delhi,New Delhi,130,76,Information Technology,Yes
University of Delhi,New Delhi,188,96,Information Technology,Yes
University of Delhi,New Delhi,64,16,Information Technology,No
University of Delhi,New Delhi,98,36,Information Technology,No
University of Delhi,New Delhi,32,46,Information Technology,No
Veer Surendra Sai University of Technology,Burla,150,85,Information Technology,Yes
Veer Surendra Sai University of Technology,Burla,164,99,Information Technology,Yes
Veer Surendra Sai University of Technology,Burla,144,19,Information Technology,No
Veer Surendra Sai University of Technology,Burla,138,29,Information Technology,No
Veer Surendra Sai University of Technology,Burla,42,49,Information Technology,No
Veer Surendra Sai University of Technology,Burla,150,85,Electricals and Electronics,Yes
Veer Surendra Sai University of Technology,Burla,166,87,Electricals and Electronics,Yes
Veer Surendra Sai University of Technology,Burla,186,97,Electricals and Electronics,Yes
Veer Surendra Sai University of Technology,Burla,86,17,Electricals and Electronics,No
Veer Surendra Sai University of Technology,Burla,46,57,Electricals and Electronics,No
Vel Tech Chennai ,Chennai,120,55,Information Technology,Yes
Vel Tech Chennai ,Chennai,142,66,Information Technology,Yes
Vel Tech Chennai ,Chennai,178,96,Information Technology,Yes
Vel Tech Chennai ,Chennai,56,16,Information Technology,No
Vel Tech Chennai ,Chennai,36,36,Information Technology,No
Vel Tech Chennai ,Chennai,118,26,Information Technology,No
Vel Tech Chennai ,Chennai,120,55,Electricals and Electronics,Yes
Vel Tech Chennai ,Chennai,162,86,Electricals and Electronics,Yes
Vel Tech Chennai ,Chennai,22,16,Electricals and Electronics,No
Vel Tech Chennai ,Chennai,82,36,Electricals and Electronics,No
Vel Tech Chennai ,Chennai,62,26,Electricals and Electronics,No
Vel Tech Chennai ,Chennai,42,6,Electricals and Electronics,No
Vel Tech Chennai ,Chennai,120,55,Civil Engineering,Yes
Vel Tech Chennai ,Chennai,158,91,Civil Engineering,Yes
Vel Tech Chennai ,Chennai,38,11,Civil Engineering,No
Vel Tech Chennai ,Chennai,78,21,Civil Engineering,No
Vel Tech Chennai ,Chennai,98,31,Civil Engineering,No
Vel Tech Chennai ,Chennai,120,55,Mechanical Engineering,Yes
Vel Tech Chennai ,Chennai,176,74,Mechanical Engineering,Yes
Vel Tech Chennai ,Chennai,196,84,Mechanical Engineering,Yes
Vel Tech Chennai ,Chennai,76,14,Mechanical Engineering,No
Vel Tech Chennai ,Chennai,96,34,Mechanical Engineering,No
Vel Tech Chennai ,Chennai,36,44,Mechanical Engineering,No
Vellore Institute of Technology,Vellore,110,55,Computer Science,Yes
Vellore Institute of Technology,Vellore,132,66,Computer Science,Yes
Vellore Institute of Technology,Vellore,178,76,Computer Science,Yes
Vellore Institute of Technology,Vellore,158,86,Computer Science,Yes
Vellore Institute of Technology,Vellore,150,96,Computer Science,Yes
Vellore Institute of Technology,Vellore,136,69,Computer Science,Yes
Vellore Institute of Technology,Vellore,64,16,Computer Science,No
Vellore Institute of Technology,Vellore,100,36,Computer Science,No
Vellore Institute of Technology,Vellore,92,26,Computer Science,No
Vellore Institute of Technology,Vellore,110,55,Information Technology,Yes
Vellore Institute of Technology,Vellore,138,74,Information Technology,Yes
Vellore Institute of Technology,Vellore,144,94,Information Technology,Yes
Vellore Institute of Technology,Vellore,46,14,Information Technology,No
Vellore Institute of Technology,Vellore,82,34,Information Technology,No
Vellore Institute of Technology,Vellore,110,55,Electricals and Electronics,Yes
Vellore Institute of Technology,Vellore,130,74,Electricals and Electronics,Yes
Vellore Institute of Technology,Vellore,162,94,Electricals and Electronics,Yes
Vellore Institute of Technology,Vellore,102,14,Electricals and Electronics,No
Vellore Institute of Technology,Vellore,98,54,Electricals and Electronics,No
Vellore Institute of Technology,Vellore,62,34,Electricals and Electronics,No
Vellore Institute of Technology,Vellore,110,55,Electronics and Communication,Yes
Vellore Institute of Technology,Vellore,140,76,Electronics and Communication,Yes
Vellore Institute of Technology,Vellore,180,86,Electronics and Communication,Yes
Vellore Institute of Technology,Vellore,160,96,Electronics and Communication,Yes
Vellore Institute of Technology,Vellore,80,16,Electronics and Communication,No
Vellore Institute of Technology,Vellore,40,36,Electronics and Communication,No
Vellore Institute of Technology,Vellore,110,55,Civil Engineering,Yes
Vellore Institute of Technology,Vellore,164,87,Civil Engineering,Yes
Vellore Institute of Technology,Vellore,44,17,Civil Engineering,No
Vellore Institute of Technology,Vellore,24,27,Civil Engineering,No
Vellore Institute of Technology,Vellore,64,37,Civil Engineering,No
Vellore Institute of Technology,Vellore,110,55,Mechanical Engineering,Yes
Vellore Institute of Technology,Vellore,128,85,Mechanical Engineering,Yes
Vellore Institute of Technology,Vellore,168,75,Mechanical Engineering,Yes
Vellore Institute of Technology,Vellore,28,15,Mechanical Engineering,No
Vellore Institute of Technology,Vellore,48,45,Mechanical Engineering,No
Vels University Chennai ,Chennai,120,55,Computer Science,Yes
Vels University Chennai ,Chennai,158,81,Computer Science,Yes
Vels University Chennai ,Chennai,104,21,Computer Science,No
Vels University Chennai ,Chennai,80,11,Computer Science,No
Vels University Chennai ,Chennai,26,31,Computer Science,No
Vels University Chennai ,Chennai,120,55,Information Technology,Yes
Vels University Chennai ,Chennai,150,70,Information Technology,Yes
Vels University Chennai ,Chennai,164,90,Information Technology,Yes
Vels University Chennai ,Chennai,32,9,Information Technology,No
Vels University Chennai ,Chennai,0,10,Information Technology,No
Vels University Chennai ,Chennai,48,30,Information Technology,No
Vels University Chennai ,Chennai,78,20,Information Technology,No
Vels University Chennai ,Chennai,120,55,Electricals and Electronics,Yes
Vels University Chennai ,Chennai,152,73,Electricals and Electronics,Yes
Vels University Chennai ,Chennai,192,83,Electricals and Electronics,Yes
Vels University Chennai ,Chennai,12,13,Electricals and Electronics,No
Vels University Chennai ,Chennai,112,43,Electricals and Electronics,No
Vels University Chennai ,Chennai,120,55,Electronics and Communication,Yes
Vels University Chennai ,Chennai,148,73,Electronics and Communication,Yes
Vels University Chennai ,Chennai,188,83,Electronics and Communication,Yes
Vels University Chennai ,Chennai,8,13,Electronics and Communication,No
Vels University Chennai ,Chennai,68,23,Electronics and Communication,No
Vels University Chennai ,Chennai,108,43,Electronics and Communication,No
Vels University Chennai ,Chennai,120,55,Civil Engineering,Yes
Vels University Chennai ,Chennai,146,86,Civil Engineering,Yes
Vels University Chennai ,Chennai,166,76,Civil Engineering,Yes
Vels University Chennai ,Chennai,6,16,Civil Engineering,No
Vels University Chennai ,Chennai,26,46,Civil Engineering,No
Vels University Chennai ,Chennai,120,55,Mechanical Engineering,Yes
Vels University Chennai ,Chennai,150,71,Mechanical Engineering,Yes
Vels University Chennai ,Chennai,170,81,Mechanical Engineering,Yes
Vels University Chennai ,Chennai,110,21,Mechanical Engineering,No
Vels University Chennai ,Chennai,30,41,Mechanical Engineering,No
Vels University Chennai ,Chennai,70,31,Mechanical Engineering,No
Vignan's Foundation for Science Technology and Research,Guntur,120,60,Computer Science,Yes
Vignan's Foundation for Science Technology and Research,Guntur,146,88,Computer Science,Yes
Vignan's Foundation for Science Technology and Research,Guntur,192,92,Computer Science,Yes
Vignan's Foundation for Science Technology and Research,Guntur,40,20,Computer Science,No
Vignan's Foundation for Science Technology and Research,Guntur,78,39,Computer Science,No
Vignan's Foundation for Science Technology and Research,Guntur,28,14,Computer Science,No
Vignan's Foundation for Science Technology and Research,Guntur,120,60,Information Technology,Yes
Vignan's Foundation for Science Technology and Research,Guntur,146,73,Information Technology,Yes
Vignan's Foundation for Science Technology and Research,Guntur,164,83,Information Technology,Yes
Vignan's Foundation for Science Technology and Research,Guntur,36,13,Information Technology,No
Vignan's Foundation for Science Technology and Research,Guntur,72,23,Information Technology,No
Vignan's Foundation for Science Technology and Research,Guntur,120,60,Electricals and Electronics,Yes
Vignan's Foundation for Science Technology and Research,Guntur,140,89,Electricals and Electronics,Yes
Vignan's Foundation for Science Technology and Research,Guntur,160,79,Electricals and Electronics,Yes
Vignan's Foundation for Science Technology and Research,Guntur,80,19,Electricals and Electronics,No
Vignan's Foundation for Science Technology and Research,Guntur,20,49,Electricals and Electronics,No
Vignan's Foundation for Science Technology and Research,Guntur,60,39,Electricals and Electronics,No
Vignan's Foundation for Science Technology and Research,Guntur,120,60,Electronics and Communication,Yes
Vignan's Foundation for Science Technology and Research,Guntur,194,89,Electronics and Communication,Yes
Vignan's Foundation for Science Technology and Research,Guntur,34,19,Electronics and Communication,No
Vignan's Foundation for Science Technology and Research,Guntur,42,49,Electronics and Communication,No
Vignan's Foundation for Science Technology and Research,Guntur,54,59,Electronics and Communication,No
Vignan's Foundation for Science Technology and Research,Guntur,74,39,Electronics and Communication,No
Vignan's Foundation for Science Technology and Research,Guntur,120,60,Civil Engineering,Yes
Vignan's Foundation for Science Technology and Research,Guntur,176,72,Civil Engineering,Yes
Vignan's Foundation for Science Technology and Research,Guntur,156,82,Civil Engineering,Yes
Vignan's Foundation for Science Technology and Research,Guntur,16,12,Civil Engineering,No
Vignan's Foundation for Science Technology and Research,Guntur,56,32,Civil Engineering,No
